"","nfi_plot","meas_date","biomass_total","meas_num","species_num","genus","species","variety","percent","species_rel","utm_n","utm_e","biomass_composition"
"607",1224916,"2019-JUL-22",12295.21,1,1,"PICE","GLA",NA,77.1,0.69,6280000,590000,9479.60691
"608",1224916,"2019-JUL-22",12295.21,1,2,"POPU","TRE",NA,20,0.276,6280000,590000,2459.042
"609",1224916,"2019-JUL-22",12295.21,1,3,"BETU","NEO",NA,2.8,0.034,6280000,590000,344.26588
"610",1231761,"2000-AUG-01",7829.32,0,2,"POPU","BAL",NA,17.8,0.209,6260000,450000,1393.61896
"611",1231761,"2000-AUG-01",7829.32,0,1,"PICE","ENG","GLA",70.2,0.698,6260000,450000,5496.18264
"612",1231761,"2018-JUL-20",53.96,1,1,"PICE","ENG","GLA",60.5,1,6260000,450000,32.6458
"613",1231781,"2002-JUL-18",12172.05,0,3,"POPU","TRE",NA,10,0.07,6260000,530000,1217.205
"614",1231781,"2002-JUL-18",12172.05,0,1,"PINU","CON","LAT",62,0.674,6260000,530000,7546.671
"615",1231781,"2002-JUL-18",12172.05,0,2,"PICE","GLA",NA,26.8,0.209,6260000,530000,3262.1094
"616",1231781,"2002-JUL-18",12172.05,0,4,"BETU","PAP",NA,1.2,0.047,6260000,530000,146.0646
"617",1231781,"2019-JUL-24",12353.39,1,1,"PICE","GLA",NA,56.2,0.538,6260000,530000,6942.60518
"618",1238556,"2003-JUL-03",14279.12,0,2,"TSUG","MER",NA,4.9,0.353,6240000,480000,699.67688
"619",1238556,"2003-JUL-03",14279.12,0,3,"TSUG","HET",NA,0.9,0.059,6240000,480000,128.51208
"620",1238556,"2003-JUL-03",14279.12,0,1,"ABIE","LAS",NA,94.2,0.588,6240000,480000,13450.93104
"621",1238556,"2021-AUG-10",16596.97,1,3,"TSUG","HET",NA,2.2,0.111,6240000,480000,365.13334
"622",1238556,"2021-AUG-10",16596.97,1,1,"ABIE","LAS",NA,92,0.5,6240000,480000,15269.2124
"623",1238556,"2021-AUG-10",16596.97,1,2,"TSUG","MER",NA,5.9,0.389,6240000,480000,979.22123
"624",1245451,"2002-AUG-03",13236.14,0,2,"TSUG","MER",NA,23.2,0.295,6220000,540000,3070.78448
"625",1245451,"2002-AUG-03",13236.14,0,1,"ABIE","LAS",NA,76.8,0.705,6220000,540000,10165.35552
"626",1245451,"2021-AUG-12",12769.02,1,1,"ABIE","LAS",NA,72.3,0.674,6220000,540000,9232.00146
"627",1245451,"2021-AUG-12",12769.02,1,2,"TSUG","MER",NA,27.7,0.326,6220000,540000,3537.01854
"628",1245481,"2002-AUG-16",10004.16,0,2,"PICE","ENG",NA,0.4,0.02,6230000,660000,40.01664
"629",1245481,"2002-AUG-16",10004.16,0,1,"ABIE","LAS",NA,99.6,0.98,6230000,660000,9964.14336
"630",1245481,"2017-JUL-24",10920.86,1,2,"PICE","ENG",NA,0.4,0.024,6230000,660000,43.68344
"631",1245481,"2017-JUL-24",10920.86,1,1,"ABIE","LAS",NA,99.6,0.976,6230000,660000,10877.17656
"632",1245546,"2000-JUL-30",4079.79,0,2,"PICE","GLA",NA,27.9,0.141,6220000,540000,1138.26141
"633",1245546,"2000-JUL-30",4079.79,0,3,"POPU","BAL",NA,5.9,0.047,6220000,540000,240.70761
"634",1245546,"2000-JUL-30",4079.79,0,4,"BETU","PAP",NA,0.8,0.016,6220000,540000,32.63832
"635",1245546,"2000-JUL-30",4079.79,0,1,"PICE","MAR",NA,64.6,0.781,6220000,540000,2635.54434
"636",1245546,"2000-JUL-30",4079.79,0,5,"PICE","ENG","GLA",0.8,0.016,6220000,540000,32.63832
"637",1245546,"2019-SEP-10",5098.56,1,4,"BETU","PAP",NA,4.1,0.075,6220000,540000,209.04096
"638",1245546,"2019-SEP-10",5098.56,1,5,"POPU","TRE",NA,0.6,0.025,6220000,540000,30.59136
"639",1245546,"2019-SEP-10",5098.56,1,3,"POPU","BAL",NA,11.2,0.125,6220000,540000,571.03872
"640",1245561,"2005-JUN-13",6378.9,0,1,"POPU","TRE",NA,100,1,6220000,6e+05,6378.9
"641",1245561,"2019-SEP-05",8287.93,1,1,"POPU","TRE",NA,100,1,6220000,6e+05,8287.93
"642",1252421,"2005-JUN-26",17132.07,0,3,"PICE","ENG",NA,6,0.123,6200000,520000,1027.9242
"643",1252421,"2005-JUN-26",17132.07,0,2,"ABIE","LAS",NA,7.4,0.123,6200000,520000,1267.77318
"644",1252421,"2005-JUN-26",17132.07,0,1,"PINU","CON",NA,86.5,0.754,6200000,520000,14819.24055
"645",1252421,"2019-SEP-09",16236.02,1,3,"PINU","CON",NA,28.3,0.227,6200000,520000,4594.79366
"646",1259261,"2002-AUG-21",3870.65,0,1,"PINU","CON","LAT",74.5,0.609,6190000,360000,2883.63425
"647",1259261,"2018-JUL-04",3470.75,1,5,"ABIE","LAS",NA,2.1,0.077,6190000,360000,72.88575
"648",1259296,"2001-JUN-17",33.75,0,1,"ABIE","LAS",NA,100,1,6180000,5e+05,33.75
"649",1259296,"2018-JUL-09",209.39,1,1,"ABIE","LAS",NA,100,1,6180000,5e+05,209.39
"650",1259336,"2001-JUL-30",5497.97,0,1,"POPU","TRE",NA,97.2,0.913,6180000,660000,5344.02684
"651",1259336,"2019-SEP-07",7536.52,1,2,"BETU","NEO",NA,2.7,0.12,6180000,660000,203.48604
"652",1259336,"2019-SEP-07",7536.52,1,3,"PICE","GLA",NA,0.6,0.04,6180000,660000,45.21912
"653",1259336,"2019-SEP-07",7536.52,1,1,"POPU","TRE",NA,96.7,0.84,6180000,660000,7287.81484
"654",1273001,"2002-JUL-09",16919.29,0,3,"PINU","CON",NA,5.1,0.05,6150000,660000,862.88379
"655",1273001,"2002-JUL-09",16919.29,0,2,"ABIE","LAS",NA,29.2,0.4,6150000,660000,4940.43268
"656",1273001,"2002-JUL-09",16919.29,0,1,"PICE","SPP",NA,65.6,0.55,6150000,660000,11099.05424
"657",1273001,"2017-AUG-18",18755.51,1,3,"PINU","CON","LAT",4.8,0.05,6150000,660000,900.26448
"658",1273001,"2017-AUG-18",18755.51,1,2,"ABIE","LAS",NA,28.7,0.4,6150000,660000,5382.83137
"659",1273001,"2017-AUG-18",18755.51,1,1,"PICE","ENG","GLA",66.5,0.55,6150000,660000,12472.41415
"660",1273031,"2003-AUG-28",2991.66,0,3,"ABIE","LAS",NA,9.9,0.162,6150000,4e+05,296.17434
"661",1273031,"2003-AUG-28",2991.66,0,1,"PICE","ENG","GLA",56.5,0.514,6150000,4e+05,1690.2879
"662",1273031,"2003-AUG-28",2991.66,0,2,"PINU","CON","LAT",33.6,0.324,6150000,4e+05,1005.19776
"663",1273031,"2018-JUL-08",3382.77,1,3,"PINU","CON",NA,17.4,0.167,6150000,4e+05,588.60198
"664",1273031,"2018-JUL-08",3382.77,1,1,"PICE","ENG","GLA",62.6,0.528,6150000,4e+05,2117.61402
"665",1273031,"2018-JUL-08",3382.77,1,2,"ABIE","LAS",NA,19.9,0.306,6150000,4e+05,673.17123
"666",1279861,"2004-JUN-28",22287.44,0,1,"TSUG","HET",NA,58.7,0.536,6130000,580000,13082.72728
"667",1279861,"2004-JUN-28",22287.44,0,2,"THUJ","PLI",NA,21.9,0.429,6130000,580000,4880.94936
"668",1279861,"2004-JUN-28",22287.44,0,3,"POPU","TRI",NA,19.4,0.036,6130000,580000,4323.76336
"669",1279861,"2017-JUL-22",22176.5,1,3,"POPU","TRI",NA,19.2,0.04,6130000,580000,4257.888
"670",1279861,"2017-JUL-22",22176.5,1,1,"TSUG","HET",NA,59.9,0.52,6130000,580000,13283.7235
"671",1279861,"2017-JUL-22",22176.5,1,2,"THUJ","PLI",NA,20.9,0.44,6130000,580000,4634.8885
"672",1279876,"2003-AUG-18",5346.58,0,1,"ABIE","LAS",NA,100,1,6130000,640000,5346.58
"673",1279876,"2017-JUL-12",6288.95,1,1,"ABIE","LAS",NA,100,1,6130000,640000,6288.95
"674",1279961,"2000-JUL-28",6217.85,0,1,"PINU","CON",NA,93.7,0.875,6120000,6e+05,5826.12545
"675",1279961,"2000-JUL-28",6217.85,0,2,"PICE","SPP",NA,3.3,0.083,6120000,6e+05,205.18905
"676",1279961,"2000-JUL-28",6217.85,0,3,"ABIE","LAS",NA,1.9,0.042,6120000,6e+05,118.13915
"677",1279966,"2003-JUL-15",9330.92,0,2,"PICE","ENG","GLA",20,0.22,6120000,620000,1866.184
"678",1279966,"2003-JUL-15",9330.92,0,1,"PINU","CON","LAT",69.6,0.637,6120000,620000,6494.32032
"679",1279966,"2003-JUL-15",9330.92,0,5,"POPU","TRE",NA,0.5,0.011,6120000,620000,46.6546
"680",1279966,"2003-JUL-15",9330.92,0,3,"PICE","MAR",NA,6.9,0.099,6120000,620000,643.83348
"681",1279966,"2003-JUL-15",9330.92,0,4,"ABIE","LAS",NA,3,0.033,6120000,620000,279.9276
"682",1279966,"2018-JUL-06",11512.65,1,4,"ABIE","LAS",NA,3.9,0.039,6120000,620000,448.99335
"683",1279966,"2018-JUL-06",11512.65,1,7,"POPU","TRE",NA,0.8,0.013,6120000,620000,92.1012
"684",1279966,"2018-JUL-06",11512.65,1,1,"PINU","CON",NA,56.7,0.526,6120000,620000,6527.67255
"685",1279966,"2018-JUL-06",11512.65,1,3,"PICE","MAR",NA,8.2,0.118,6120000,620000,944.0373
"686",1279966,"2018-JUL-06",11512.65,1,2,"PICE","ENG",NA,27.1,0.276,6120000,620000,3119.92815
"687",1286741,"2003-JUL-22",12759.81,0,5,"POPU","BAL",NA,3.7,0.019,6110000,580000,472.11297
"688",1286741,"2003-JUL-22",12759.81,0,1,"TSUG","HET",NA,47.1,0.509,6110000,580000,6009.87051
"689",1286741,"2003-JUL-22",12759.81,0,4,"THUJ","PLI",NA,7.5,0.094,6110000,580000,956.98575
"690",1286741,"2017-JUL-20",3344.45,1,3,"PINU","CON",NA,16.9,0.182,6110000,580000,565.21205
"691",1286741,"2017-JUL-20",3344.45,1,1,"THUJ","PLI",NA,46.1,0.455,6110000,580000,1541.79145
"692",1293686,"2002-AUG-20",2885.47,0,1,"ABIE","LAS",NA,79,0.75,6080000,460000,2279.5213
"693",1293686,"2002-AUG-20",2885.47,0,3,"PINU","CON","LAT",6.1,0.036,6080000,460000,176.01367
"694",1293686,"2002-AUG-20",2885.47,0,2,"PICE","ENG",NA,14.9,0.214,6080000,460000,429.93503
"695",1293686,"2018-JUL-24",4374.93,1,2,"PICE","ENG",NA,18.7,0.212,6080000,460000,818.11191
"696",1293686,"2018-JUL-24",4374.93,1,3,"PINU","CON","LAT",5.1,0.03,6080000,460000,223.12143
"697",1293686,"2018-JUL-24",4374.93,1,1,"ABIE","LAS",NA,76.3,0.758,6080000,460000,3338.07159
"698",1293691,"2002-AUG-19",3269.33,0,1,"ABIE","LAS",NA,100,1,6080000,480000,3269.33
"699",1293691,"2014-AUG-29",3723.4,1,1,"ABIE","LAS",NA,100,1,6080000,480000,3723.4
"700",1293696,"2001-JUN-18",6662.48,0,4,"POPU","TRE",NA,11.3,0.089,6080000,5e+05,752.86024
"701",1293696,"2001-JUN-18",6662.48,0,1,"PICE","ENG","GLA",36.7,0.578,6080000,5e+05,2445.13016
"702",1293696,"2014-AUG-28",7459.17,1,2,"ABIE","LAS",NA,33.1,0.409,6080000,5e+05,2468.98527
"703",1293696,"2014-AUG-28",7459.17,1,3,"POPU","TRE",NA,17.4,0.091,6080000,5e+05,1297.89558
"704",1293696,"2014-AUG-28",7459.17,1,1,"PICE","ENG","GLA",49.5,0.5,6080000,5e+05,3692.28915
"705",1300521,"2002-JUL-04",7016.43,0,1,"ABIE","LAS",NA,79,0.867,6070000,660000,5542.9797
"706",1300521,"2002-JUL-04",7016.43,0,2,"PICE","ENG","GLA",21,0.133,6070000,660000,1473.4503
"707",1300521,"2017-JUL-08",8653.09,1,2,"PICE","ENG","GLA",27.3,0.147,6070000,660000,2362.29357
"708",1300521,"2017-JUL-08",8653.09,1,1,"ABIE","LAS",NA,72.7,0.853,6070000,660000,6290.79643
"709",1300611,"2001-JUL-29",4020.07,0,1,"PICE","ENG",NA,82,0.704,6060000,640000,3296.4574
"710",1300611,"2001-JUL-29",4020.07,0,2,"ABIE","LAS",NA,18,0.296,6060000,640000,723.6126
"711",1300611,"2019-JUL-31",4401.42,1,2,"ABIE","LAS",NA,27.3,0.455,6060000,640000,1201.58766
"712",1300611,"2019-JUL-31",4401.42,1,1,"PICE","ENG",NA,72.7,0.545,6060000,640000,3199.83234
"713",1307371,"2003-JUL-25",10744.8,0,1,"TSUG","MER",NA,53.7,0.526,6040000,540000,5769.9576
"714",1307371,"2003-JUL-25",10744.8,0,2,"ABIE","LAS",NA,45.9,0.447,6040000,540000,4931.8632
"715",1307371,"2003-JUL-25",10744.8,0,3,"ABIE","AMA",NA,0.4,0.026,6040000,540000,42.9792
"716",1307371,"2017-AUG-16",10453.39,1,2,"ABIE","LAS",NA,44.3,0.429,6040000,540000,4630.85177
"717",1307371,"2017-AUG-16",10453.39,1,1,"TSUG","MER",NA,55.7,0.571,6040000,540000,5822.53823
"718",1307391,"2002-JUL-01",701.43,0,1,"ABIE","LAS",NA,55.6,0.5,6050000,620000,389.99508
"719",1307391,"2002-JUL-01",701.43,0,2,"PINU","CON",NA,25.7,0.3,6050000,620000,180.26751
"720",1307391,"2002-JUL-01",701.43,0,3,"PICE","SPP",NA,18.7,0.2,6050000,620000,131.16741
"721",1307391,"2017-AUG-19",1052.65,1,1,"PINU","CON",NA,46.5,0.75,6050000,620000,489.48225
"722",1307391,"2017-AUG-19",1052.65,1,2,"ABIE","LAS",NA,45.8,0.188,6050000,620000,482.1137
"723",1307391,"2017-AUG-19",1052.65,1,3,"PICE","ENG","GLA",7.8,0.063,6050000,620000,82.1067
"724",1307401,"2001-AUG-28",6086.45,0,3,"PINU","CON",NA,19.6,0.143,6050000,660000,1192.9442
"725",1307401,"2001-AUG-28",6086.45,0,1,"PICE","GLA",NA,59.4,0.536,6050000,660000,3615.3513
"726",1307401,"2001-AUG-28",6086.45,0,2,"ABIE","LAS",NA,20.9,0.321,6050000,660000,1272.06805
"727",1307401,"2017-JUL-10",8961.35,1,1,"PICE","GLA",NA,59.4,0.533,6050000,660000,5323.0419
"728",1307401,"2017-JUL-10",8961.35,1,2,"ABIE","LAS",NA,22,0.333,6050000,660000,1971.497
"729",1307401,"2017-JUL-10",8961.35,1,3,"PINU","CON",NA,18.5,0.133,6050000,660000,1657.84975
"730",1307441,"2004-JUN-26",8673.07,0,2,"PICE","MAR",NA,23.9,0.338,6040000,440000,2072.86373
"731",1307441,"2004-JUN-26",8673.07,0,3,"POPU","TRE",NA,6.6,0.031,6040000,440000,572.42262
"732",1307441,"2004-JUN-26",8673.07,0,1,"PINU","CON",NA,69.5,0.631,6040000,440000,6027.78365
"733",1307441,"2014-JUL-26",7102.91,1,1,"PICE","MAR",NA,61.3,0.765,6040000,440000,4354.08383
"734",1314251,"2003-JUL-23",1715.68,0,2,"ABIE","AMA",NA,22.6,0.357,6020000,540000,387.74368
"735",1314251,"2003-JUL-23",1715.68,0,1,"TSUG","MER",NA,74,0.5,6020000,540000,1269.6032
"736",1314251,"2003-JUL-23",1715.68,0,3,"TSUG","HET",NA,3.4,0.143,6020000,540000,58.33312
"737",1314251,"2017-JUL-27",1556.5,1,3,"TSUG","HET",NA,4.1,0.154,6020000,540000,63.8165
"738",1314251,"2017-JUL-27",1556.5,1,2,"ABIE","AMA",NA,19.8,0.385,6020000,540000,308.187
"739",1314251,"2017-JUL-27",1556.5,1,1,"TSUG","MER",NA,76.1,0.462,6020000,540000,1184.4965
"740",1314291,"2002-JUN-27",628.08,0,1,"PINU","CON",NA,100,1,6030000,320000,628.08
"741",1314291,"2017-AUG-20",2311.88,1,1,"PINU","CON",NA,100,1,6030000,320000,2311.88
"742",1314376,"2002-AUG-16",7089.22,0,2,"PICE","ENG",NA,24.6,0.043,6020000,660000,1743.94812
"743",1314376,"2002-AUG-16",7089.22,0,1,"ABIE","LAS",NA,75.4,0.957,6020000,660000,5345.27188
"744",1314376,"2014-AUG-23",6322.43,1,2,"PICE","ENG",NA,25.1,0.04,6020000,660000,1586.92993
"745",1314376,"2014-AUG-23",6322.43,1,1,"ABIE","LAS",NA,74.9,0.96,6020000,660000,4735.50007
"746",1321206,"2004-AUG-24",6948.03,0,1,"POPU","TRE",NA,48.2,0.476,6e+06,450000,3348.95046
"747",1321206,"2004-AUG-24",6948.03,0,2,"PICE","ENG","GLA",27.7,0.333,6e+06,450000,1924.60431
"748",1321206,"2004-AUG-24",6948.03,0,3,"PINU","CON",NA,24.1,0.19,6e+06,450000,1674.47523
"749",1321206,"2014-JUL-27",7351.02,1,1,"POPU","TRE",NA,75.2,0.714,6e+06,450000,5527.96704
"750",1321206,"2014-JUL-27",7351.02,1,2,"PICE","ENG","GLA",24.8,0.286,6e+06,450000,1823.05296
"751",1321236,"2003-JUL-14",2153.3,0,2,"POPU","TRI",NA,4.7,0.059,6e+06,570000,101.2051
"752",1321236,"2003-JUL-14",2153.3,0,1,"PICE","ENG","GLA",95.3,0.941,6e+06,570000,2052.0949
"753",1321236,"2014-AUG-18",4765.19,1,1,"PICE","ENG","GLA",92.6,0.914,6e+06,570000,4412.56594
"754",1321236,"2014-AUG-18",4765.19,1,2,"POPU","TRI",NA,6.7,0.057,6e+06,570000,319.26773
"755",1321236,"2014-AUG-18",4765.19,1,3,"ABIE","LAS",NA,0.8,0.029,6e+06,570000,38.12152
"756",1327976,"2004-JUL-02",7161.71,0,5,"TSUG","MER",NA,2.6,0.028,5980000,410000,186.20446
"757",1327976,"2004-JUL-02",7161.71,0,3,"CHAM","NOO",NA,6.9,0.167,5980000,410000,494.15799
"758",1327976,"2004-JUL-02",7161.71,0,1,"THUJ","PLI",NA,74.1,0.444,5980000,410000,5306.82711
"759",1327976,"2017-AUG-14",6703.86,1,1,"THUJ","PLI",NA,75.5,0.457,5980000,410000,5061.4143
"760",1327976,"2017-AUG-14",6703.86,1,5,"TSUG","MER",NA,2.4,0.029,5980000,410000,160.89264
"761",1328066,"2001-JUN-24",298.49,0,1,"ABIE","LAS",NA,100,1,5990000,370000,298.49
"762",1328066,"2014-AUG-12",1262.03,1,3,"PICE","ENG","GLA",7.9,0.075,5990000,370000,99.70037
"763",1328066,"2014-AUG-12",1262.03,1,1,"ABIE","LAS",NA,74.9,0.7,5990000,370000,945.26047
"764",1328066,"2014-AUG-12",1262.03,1,2,"POPU","TRE",NA,17.2,0.225,5990000,370000,217.06916
"765",1334886,"2003-SEP-09",14520.91,0,4,"TSUG","HET",NA,1.9,0.161,5960000,530000,275.89729
"766",1334886,"2003-SEP-09",14520.91,0,3,"ABIE","AMA",NA,5.9,0.161,5960000,530000,856.73369
"767",1334886,"2017-AUG-09",13835.82,1,3,"ABIE","AMA",NA,6.2,0.156,5960000,530000,857.82084
"768",1334886,"2017-AUG-09",13835.82,1,4,"TSUG","HET",NA,2.5,0.156,5960000,530000,345.8955
"769",1334961,"2003-JUN-16",9163.85,0,3,"ABIE","LAS",NA,16.1,0.216,5960000,430000,1475.37985
"770",1334961,"2003-JUN-16",9163.85,0,2,"PINU","CON",NA,39.3,0.243,5960000,430000,3601.39305
"771",1334961,"2003-JUN-16",9163.85,0,1,"PICE","ENG","GLA",44.6,0.541,5960000,430000,4087.0771
"772",1334961,"2014-JUL-20",4954.9,1,1,"PICE","ENG","GLA",76.5,0.692,5960000,430000,3790.4985
"773",1334961,"2014-JUL-20",4954.9,1,2,"ABIE","LAS",NA,23.5,0.308,5960000,430000,1164.4015
"774",1334976,"2003-JUL-26",300.42,0,2,"ABIE","LAS",NA,10.4,0.2,5960000,490000,31.24368
"775",1334976,"2003-JUL-26",300.42,0,1,"PICE","ENG","GLA",89.6,0.8,5960000,490000,269.17632
"776",1334976,"2014-JUL-18",802.87,1,2,"ABIE","LAS",NA,4,0.071,5960000,490000,32.1148
"777",1334976,"2014-JUL-18",802.87,1,1,"PICE","ENG","GLA",96,0.929,5960000,490000,770.7552
"778",1341751,"2003-JUL-28",4923.25,0,1,"CHAM","NOO",NA,87,0.809,5940000,470000,4283.2275
"779",1341751,"2017-AUG-11",4948.18,1,1,"CHAM","NOO",NA,82.2,0.727,5940000,470000,4067.40396
"780",1341776,"2003-JUL-27",5462.2,0,1,"TSUG","HET",NA,100,1,5940000,570000,5462.2
"781",1341776,"2017-AUG-10",5344.47,1,1,"TSUG","HET",NA,99.4,1,5940000,570000,5312.40318
"782",1348646,"2003-JUL-26",4836,0,4,"ALNU","RUB",NA,7,0.056,5920000,530000,338.52
"783",1348646,"2003-JUL-26",4836,0,3,"TSUG","HET",NA,19.2,0.222,5920000,530000,928.512
"784",1348646,"2003-JUL-26",4836,0,1,"ABIE","AMA",NA,43.3,0.444,5920000,530000,2093.988
"785",1348646,"2003-JUL-26",4836,0,2,"PICE","SIT",NA,30.5,0.278,5920000,530000,1474.98
"786",1348646,"2017-AUG-08",10927.05,1,3,"TSUG","HET",NA,20.6,0.235,5920000,530000,2250.9723
"787",1348646,"2017-AUG-08",10927.05,1,4,"ALNU","RUB",NA,4.3,0.059,5920000,530000,469.86315
"788",1348666,"2005-JUN-27",2216.56,0,2,"ABIE","AMA",NA,47.5,0.4,5930000,610000,1052.866
"789",1348666,"2005-JUN-27",2216.56,0,1,"TSUG","MER",NA,52.5,0.6,5930000,610000,1163.694
"790",1348666,"2017-JUL-19",2179.68,1,2,"ABIE","AMA",NA,36.5,0.318,5930000,610000,795.5832
"791",1348666,"2017-JUL-19",2179.68,1,1,"TSUG","MER",NA,63.5,0.682,5930000,610000,1384.0968
"792",1348746,"2003-JUN-24",12861.65,0,5,"PINU","CON","LAT",2.6,0.03,5920000,530000,334.4029
"793",1348746,"2003-JUN-24",12861.65,0,1,"PSEU","MEN","GLA",65.1,0.545,5920000,530000,8372.93415
"794",1348746,"2009-AUG-04",13297.31,1,1,"PSEU","MEN","GLA",64.5,0.5,5920000,530000,8576.76495
"795",1348746,"2009-AUG-04",13297.31,1,5,"PINU","CON","LAT",2.5,0.029,5920000,530000,332.43275
"796",1348746,"2014-JUL-16",13353.05,2,4,"BETU","PAP",NA,5,0.097,5920000,530000,667.6525
"797",1348746,"2014-JUL-16",13353.05,2,1,"PSEU","MEN","GLA",65.3,0.452,5920000,530000,8719.54165
"798",1355561,"2002-JUN-29",8440.73,0,2,"PINU","CON",NA,21.9,0.296,5910000,670000,1848.51987
"799",1355561,"2002-JUN-29",8440.73,0,1,"PICE","SPP",NA,57.2,0.444,5910000,670000,4828.09756
"800",1355561,"2002-JUN-29",8440.73,0,3,"ABIE","LAS",NA,20.9,0.259,5910000,670000,1764.11257
"801",1355561,"2017-JUL-18",5432.6,1,2,"ABIE","LAS",NA,38.9,0.407,5910000,670000,2113.2814
"802",1355561,"2017-JUL-18",5432.6,1,3,"PINU","CON",NA,3.7,0.074,5910000,670000,201.0062
"803",1355561,"2017-JUL-18",5432.6,1,1,"PICE","ENG","GLA",57.5,0.519,5910000,670000,3123.745
"804",1355646,"2003-JUL-08",4309.65,0,2,"PICE","ENG","GLA",36.9,0.237,5900000,610000,1590.26085
"805",1355646,"2003-JUL-08",4309.65,0,1,"ABIE","LAS",NA,63.1,0.763,5900000,610000,2719.38915
"806",1355646,"2013-SEP-15",4686.95,1,2,"PICE","ENG","GLA",38.5,0.231,5900000,610000,1804.47575
"807",1355646,"2013-SEP-15",4686.95,1,1,"ABIE","LAS",NA,61.5,0.769,5900000,610000,2882.47425
"808",1355666,"2003-JUL-16",872.95,0,4,"BETU","PAP",NA,9.6,0.067,5890000,690000,83.8032
"809",1355666,"2003-JUL-16",872.95,0,5,"PSEU","MEN","GLA",3.8,0.033,5890000,690000,33.1721
"810",1355666,"2003-JUL-16",872.95,0,1,"TSUG","HET",NA,40,0.433,5890000,690000,349.18
"811",1355666,"2003-JUL-16",872.95,0,3,"PICE","ENG","GLA",9.9,0.1,5890000,690000,86.42205
"812",1355666,"2003-JUL-16",872.95,0,2,"THUJ","PLI",NA,36.7,0.367,5890000,690000,320.37265
"813",1355666,"2016-JUL-22",4556.03,1,1,"TSUG","HET",NA,42.7,0.392,5890000,290000,1945.42481
"814",1355666,"2016-JUL-22",4556.03,1,4,"PICE","ENG","GLA",12.2,0.095,5890000,290000,555.83566
"815",1355666,"2016-JUL-22",4556.03,1,3,"PINU","CON",NA,12.4,0.135,5890000,290000,564.94772
"816",1355666,"2016-JUL-22",4556.03,1,2,"THUJ","PLI",NA,23.9,0.297,5890000,290000,1088.89117
"817",1362461,"2002-AUG-11",6643.91,0,1,"PINU","CON","LAT",78,0.792,5890000,350000,5182.2498
"818",1362461,"2002-AUG-11",6643.91,0,2,"PICE","ENG","GLA",22,0.208,5890000,350000,1461.6602
"819",1362461,"2014-JUL-29",5550.08,1,2,"PINU","CON","LAT",13.6,0.286,5890000,350000,754.81088
"820",1362461,"2014-JUL-29",5550.08,1,1,"PICE","ENG","GLA",86.4,0.714,5890000,350000,4795.26912
"821",1362486,"2003-JUL-07",4753.32,0,2,"PICE","ENG","GLA",27.9,0.25,5880000,450000,1326.17628
"822",1362486,"2003-JUL-07",4753.32,0,1,"PINU","CON","LAT",72.1,0.75,5880000,450000,3427.14372
"823",1362486,"2013-AUG-30",2798.2,1,2,"PINU","CON","LAT",8.1,0.111,5880000,450000,226.6542
"824",1362486,"2013-AUG-30",2798.2,1,1,"PICE","ENG","GLA",91.9,0.889,5880000,450000,2571.5458
"825",1369371,"2002-JUL-16",1898.03,0,2,"PICE","MAR",NA,19.3,0.306,5860000,470000,366.31979
"826",1369371,"2002-JUL-16",1898.03,0,1,"PINU","CON","LAT",80.7,0.694,5860000,470000,1531.71021
"827",1369371,"2009-AUG-06",2410.16,1,1,"PINU","CON","LAT",56,0.561,5860000,470000,1349.6896
"828",1369371,"2009-AUG-06",2410.16,1,2,"PICE","MAR",NA,44,0.439,5860000,470000,1060.4704
"829",1369371,"2013-AUG-28",2597.64,2,1,"PINU","CON","LAT",53.5,0.538,5860000,470000,1389.7374
"830",1369371,"2013-AUG-28",2597.64,2,2,"PICE","MAR",NA,46.5,0.462,5860000,470000,1207.9026
"831",1369431,"2002-JUL-15",11436.35,0,3,"TSUG","HET",NA,0.7,0.045,5850000,3e+05,80.05445
"832",1369431,"2002-JUL-15",11436.35,0,1,"PICE","SPP",NA,72.3,0.545,5850000,3e+05,8268.48105
"833",1369431,"2002-JUL-15",11436.35,0,2,"ABIE","LAS",NA,27,0.409,5850000,3e+05,3087.8145
"834",1369431,"2016-JUL-23",12642.54,1,1,"ABIE","LAS",NA,49.7,0.5,5850000,3e+05,6283.34238
"835",1369431,"2016-JUL-23",12642.54,1,2,"PICE","ENG","GLA",49.1,0.45,5850000,3e+05,6207.48714
"836",1369431,"2016-JUL-23",12642.54,1,3,"TSUG","HET",NA,1.1,0.05,5850000,3e+05,139.06794
"837",1376296,"2002-JUL-12",9846.35,0,1,"ABIE","LAS",NA,100,1,5830000,650000,9846.35
"838",1376296,"2013-AUG-23",9393.06,1,1,"ABIE","LAS",NA,100,1,5830000,650000,9393.06
"839",1376306,"2004-JUL-01",14098.76,0,1,"THUJ","PLI",NA,82.7,0.657,5830000,690000,11659.67452
"840",1376306,"2004-JUL-01",14098.76,0,4,"PICE","SPP",NA,0.6,0.029,5830000,690000,84.59256
"841",1376306,"2004-JUL-01",14098.76,0,2,"TSUG","HET",NA,15.8,0.257,5830000,690000,2227.60408
"842",1376306,"2004-JUL-01",14098.76,0,3,"PSEU","MEN","GLA",0.9,0.057,5830000,690000,126.88884
"843",1376306,"2014-SEP-09",13227.21,1,1,"THUJ","PLI",NA,62.5,0.622,5830000,690000,8267.00625
"844",1376306,"2014-SEP-09",13227.21,1,4,"PICE","ENG","GLA",0.9,0.027,5830000,690000,119.04489
